#E. coli strain K12
%4639221
!strand	slot	start	stop	opacity	thickness	type	label	mouseover	
reverse	5	4334746	4335507	0.215434934290176	0.491996858168577	score      -        - 	 
reverse	5	3175297	3175926	0.225596808767055	0.0431041806845087	score      -        - 	 
reverse	5	2581566	2583545	0.063456171928113	0.108002847190974	score      -        - 	 
reverse	5	3215197	3216717	0.569901487858207	0.50002996912977	score      -        - 	 
reverse	5	498238	499197	0.447001584156187	0.245038109014942	score      -        - 	 
reverse	5	278038	278400	0.47297995566473	0.753088233877804	score      -        - 	 
reverse	5	276980	278038	0.841366121770921	0.472699503528887	score      -        - 	 
reverse	5	3275497	3276306	0.816319207361236	0.215158664157372	score      -        - 	 
reverse	5	2363038	2363640	0.537432772909771	0.766750268555285	score      -        - 	 
reverse	5	4229463	4230812	0.760662883399323	0.142114366841454	score      -        - 	 
reverse	5	3752603	3754231	0.699320795882233	0.330478640528767	score      -        - 	 
reverse	5	2175532	2176656	0.174945665046298	0.838073459681027	score      -        - 	 
reverse	5	3068185	3069264	0.379321022408465	0.727657092650375	score      -        - 	 
reverse	5	2306711	2307361	0.0515451381195966	0.0741223425939381	score      -        - 	 
reverse	5	1930139	1930780	0.683964607239336	0.168492805821685	score      -        - 	 
reverse	5	543281	544516	0.888677222353	0.85732723566737	score      -        - 	 
reverse	5	544538	545587	0.272134079337437	0.0347386721328746	score      -        - 	 
reverse	5	4307027	4308559	0.0404192905975158	0.809662698653895	score      -        - 	 
reverse	5	4308686	4309621	0.976188870704622	0.661774564886144	score      -        - 	 
reverse	5	4306068	4307048	0.269259077647195	0.654070783584061	score      -        - 	 
reverse	5	4305362	4306057	0.646258337964046	0.323524140992959	score      -        - 	 
reverse	5	4304449	4305378	0.867317668396243	0.127738144791707	score      -        - 	 
reverse	5	2945779	2947122	0.0375781975712677	0.133557302955126	score      -        - 	 
reverse	5	1447100	1449373	0.904410124808127	0.598897357090976	score      -        - 	 
reverse	5	4482008	4483519	0.492211272025958	0.99889047075736	score      -        - 	 
reverse	5	4375389	4376522	0.505825519323739	0.514713628718823	score      -        - 	 
reverse	5	451294	452769	0.985911668285343	0.464106637588813	score      -        - 	 
reverse	5	394354	395511	0.903226898848605	0.717440907723983	score      -        - 	 
reverse	5	188712	189506	0.4568417920397	0.551139091465942	score      -        - 	 
reverse	5	3051535	3052860	0.222758612319542	0.321492101223598	score      -        - 	 
reverse	5	1522505	1524055	0.321937037032871	0.107516356818493	score      -        - 	 
reverse	5	51229	51606	0.629988805750802	0.792051296844704	score      -        - 	 
reverse	5	50380	51222	0.576421501285314	0.6020732510204	score      -        - 	 
reverse	5	442828	443739	0.399258261270123	0.994644589784087	score      -        - 	 
reverse	5	2308499	2309554	0.764640044623054	0.260891098116744	score      -        - 	 
reverse	5	914575	915270	0.908836573948907	0.377156405599592	score      -        - 	 
reverse	5	66835	68337	0.117426067492264	0.168600260584952	score      -        - 	 
reverse	5	65855	66550	0.559214455731453	0.266045961038344	score      -        - 	 
reverse	5	2978786	2980204	0.627622042527708	0.527448712958645	score      -        - 	 
reverse	5	1983162	1984151	0.424711644958339	0.055547017803093	score      -        - 	 
reverse	5	1981578	1983092	0.736206817011993	0.997812312922449	score      -        - 	 
reverse	5	1980578	1981566	0.949386694172947	0.649127114871646	score      -        - 	 
reverse	5	410521	411705	0.593808457632395	0.302810363282404	score      -        - 	 
reverse	5	4637159	4637875	0.347034078709274	0.578971795368801	score      -        - 	 
reverse	5	3348330	3350660	0.501868272878216	0.614953585089879	score      -        - 	 
reverse	5	3486597	3487817	0.681484199804874	0.0335325974174197	score      -        - 	 
reverse	5	4151275	4152426	0.484979610643141	0.0708594486811762	score      -        - 	 
reverse	5	1828786	1830006	0.438071706822317	0.280916481556261	score      -        - 	 
reverse	5	2425029	2425811	0.735603980991275	0.657696268099528	score      -        - 	 
reverse	5	3515036	3516124	0.247234687722727	0.878070587073225	score      -        - 	 
reverse	5	2444408	2445493	0.127362807623317	0.821301074743928	score      -        - 	 
reverse	5	3427657	3428475	0.234806923652688	0.948870391457746	score      -        - 	 
reverse	5	2738100	2739170	0.150280877505356	0.859995751259405	score      -        - 	 
reverse	5	3516181	3516903	0.699710732735415	0.617157424359647	score      -        - 	 
reverse	5	120178	121551	0.254593900825274	0.163505313828878	score      -        - 	 
reverse	5	4217880	4220066	0.466639489897776	0.650323363435092	score      -        - 	 
reverse	5	901480	902211	0.620024827949198	0.89348369134801	score      -        - 	 
reverse	5	899067	899798	0.656593322629565	0.648258819565058	score      -        - 	 
reverse	5	900089	900757	0.197588953145772	0.631249309531213	score      -        - 	 
reverse	5	902229	902957	0.209640751736234	0.116801848673646	score      -        - 	 
reverse	5	900757	901473	0.986628214818456	0.448602958631383	score      -        - 	 
reverse	5	2836277	2837290	0.105664090441383	0.956676808984142	score      -        - 	 
reverse	5	3097701	3098747	0.522793343288487	0.466408559781925	score      -        - 	 
reverse	5	3981965	3983620	0.115821867047533	0.0910888760265749	score      -        - 	 
reverse	5	2137781	2139634	0.315395852516662	0.0279411512265568	score      -        - 	 
reverse	5	696736	698400	0.87254262989909	0.392055129041935	score      -        - 	 
reverse	5	3924173	3924631	0.474428310449301	0.483783139466226	score      -        - 	 
reverse	5	4364469	4365950	0.265666352711566	0.601972479580226	score      -        - 	 
reverse	5	1827755	1828789	0.690022586034448	0.418483401911232	score      -        - 	 
reverse	5	1824940	1826283	0.974060000633489	0.36639457994913	score      -        - 	 
reverse	5	1826280	1827758	0.672730805985655	0.934252037772183	score      -        - 	 
reverse	5	1823979	1824947	0.806090544925542	0.699718955569509	score      -        - 	 
reverse	5	508099	510603	0.889552137102104	0.191563492619224	score      -        - 	 
reverse	5	726282	727955	0.819761782606438	0.249977529657826	score      -        - 	 
reverse	5	724211	726259	0.8803320372724	0.88041623769324	score      -        - 	 
reverse	5	723630	724202	0.204609031774968	0.756218866375804	score      -        - 	 
reverse	5	3918864	3919679	0.975999064201634	0.926117390938913	score      -        - 	 
reverse	5	3915944	3917485	0.78119057775918	0.0634323090002198	score      -        - 	 
reverse	5	3913621	3915003	0.776786533540506	0.24334477870633	score      -        - 	 
reverse	5	3917498	3918031	0.0402022117242957	0.879007529920457	score      -        - 	 
reverse	5	3913181	3913600	0.343502884359626	0.340341562214661	score      -        - 	 
reverse	5	3918046	3918516	0.510693253501888	0.110223829145056	score      -        - 	 
reverse	5	3915030	3915893	0.174826099520406	0.59090749091024	score      -        - 	 
reverse	5	3918578	3918817	0.962572628057377	0.600927659358391	score      -        - 	 
reverse	5	3919688	3920080	0.278996644010309	0.885403182599504	score      -        - 	 
reverse	5	3200951	3201772	0.836990236492785	0.632670487331168	score      -        - 	 
reverse	5	4330860	4331528	0.886602264692204	0.808526576269188	score      -        - 	 
reverse	5	4329759	4330850	0.533346346597174	0.930721005378615	score      -        - 	 
reverse	5	3733982	3734806	0.436028362490578	0.286778724581993	score      -        - 	 
reverse	5	2276590	2277780	0.962163164541611	0.393379749428931	score      -        - 	 
reverse	5	324801	326471	0.445880865910414	0.359857672611938	score      -        - 	 
reverse	5	327971	328558	0.618390637053981	0.488548237475698	score      -        - 	 
reverse	5	3464434	3464628	0.21770430932435	0.930344432272506	score      -        - 	 
reverse	5	3463886	3464362	0.201007626205087	0.345510186665521	score      -        - 	 
reverse	5	362455	365529	0.620867473351655	0.752545422406527	score      -        - 	 
reverse	5	3899917	3901329	0.64020919367336	0.253828992952876	score      -        - 	 
reverse	5	3903359	3904195	0.171843235370293	0.648353950259775	score      -        - 	 
reverse	5	1692284	1694095	0.303140428785529	0.185290347205779	score      -        - 	 
reverse	5	2217712	2220009	0.338671157109065	0.964286353001555	score      -        - 	 
reverse	5	1664548	1665255	0.411288920533568	0.380574531488207	score      -        - 	 
reverse	5	807191	808480	0.89662280337841	0.977786786263735	score      -        - 	 
reverse	5	3541710	3542480	0.706171808071591	0.419339696984508	score      -        - 	 
reverse	5	3711690	3713909	0.785186280035962	0.0534349746647536	score      -        - 	 
reverse	5	1952602	1955049	0.86288187718792	0.0140047641469465	score      -        - 	 
reverse	5	4374767	4375300	0.0423490387712526	0.594442626568792	score      -        - 	 
reverse	5	577823	578116	0.320874864250175	0.448588610839934	score      -        - 	 
reverse	5	1792196	1793176	0.799558385614862	0.310381123080276	score      -        - 	 
reverse	5	1790833	1791582	0.969740163912252	0.503277206234046	score      -        - 	 
reverse	5	1791582	1792133	0.207710312284465	0.822861326510264	score      -        - 	 
reverse	5	1325791	1326381	0.606867549611554	0.800561485617195	score      -        - 	 
reverse	5	1117703	1118269	0.839716750432348	0.647132889919064	score      -        - 	 
reverse	5	4356275	4357609	0.60120685240415	0.612649828024644	score      -        - 	 
reverse	5	4357974	4359512	0.0604293955771489	0.240193797801183	score      -        - 	 
reverse	5	39244	40386	0.695296518127524	0.410164153345562	score      -        - 	 
reverse	5	37898	39115	0.231170615242679	0.77791852034612	score      -        - 	 
reverse	5	36271	37839	0.867037103906828	0.484609967495658	score      -        - 	 
reverse	5	35377	36270	0.854727494125985	0.604894481654483	score      -        - 	 
reverse	5	34781	35392	0.228294025823917	0.975189557691834	score      -        - 	 
reverse	5	40417	41931	0.198220650960682	0.33878698657935	score      -        - 	 
reverse	5	4148026	4150677	0.566050233117654	0.257091654925901	score      -        - 	 
reverse	5	2057986	2058936	0.925742259559062	0.688219690901889	score      -        - 	 
reverse	5	1062078	1062998	0.238027846671589	0.394514939711868	score      -        - 	 
reverse	5	2295041	2295658	0.657336182393738	0.225697170190259	score      -        - 	 
reverse	5	2294382	2295044	0.554378244437093	0.156429769706477	score      -        - 	 
reverse	5	2293603	2294340	0.256469404687511	0.845782187855647	score      -        - 	 
reverse	5	2293397	2293606	0.676769139348867	0.67246141113344	score      -        - 	 
reverse	5	2292921	2293400	0.733444046628041	0.221709666729012	score      -        - 	 
reverse	5	2290981	2292924	0.928437520328263	0.0148827545691859	score      -        - 	 
reverse	5	2289378	2290430	0.382349975395773	0.271721303504521	score      -        - 	 
reverse	5	1811445	1811708	0.0606596284284571	0.464466693159011	score      -        - 	 
reverse	5	1816629	1817471	0.155787817064482	0.720085877503166	score      -        - 	 
reverse	5	1815172	1816524	0.433032542783682	0.224729863804242	score      -        - 	 
reverse	5	1269972	1271072	0.0317958159865874	0.064414555593288	score      -        - 	 
reverse	5	1971384	1973348	0.526545904207399	0.4794573214905	score      -        - 	 
reverse	5	1965476	1966525	0.299736398934048	0.549596460270919	score      -        - 	 
reverse	5	1966528	1967388	0.163314489602971	0.592815184041612	score      -        - 	 
reverse	5	1970860	1971363	0.786951560675423	0.763979310613365	score      -        - 	 
reverse	5	1965072	1965461	0.230929669437206	0.443716497975132	score      -        - 	 
reverse	5	1964417	1965061	0.239916200156134	0.0686680730613887	score      -        - 	 
reverse	5	3464797	3467490	0.275931078554624	0.46902503984937	score      -        - 	 
reverse	5	2908778	2909113	0.870498125653203	0.274105188554358	score      -        - 	 
reverse	5	2909113	2909361	0.661597945410282	0.204873064139548	score      -        - 	 
reverse	5	647262	648794	0.837572199818826	0.982025807867842	score      -        - 	 
reverse	5	648805	649728	0.0703550833007291	0.500416701318343	score      -        - 	 
reverse	5	649710	650006	0.0558221506427152	0.896364300176259	score      -        - 	 
reverse	5	2360451	2361653	0.886354711813699	0.762632854797275	score      -        - 	 
reverse	5	2242798	2244789	0.286253549551962	0.852909728710415	score      -        - 	 
reverse	5	752408	753691	0.856674108738947	0.0341503535631915	score      -        - 	 
reverse	5	650021	651166	0.718249752399078	0.151799309098507	score      -        - 	 
reverse	5	645854	646732	0.82962450482805	0.42799321222077	score      -        - 	 
reverse	5	644340	645803	0.747530372620464	0.664197772888613	score      -        - 	 
reverse	5	646707	647258	0.890547024008587	0.946810206655044	score      -        - 	 
reverse	5	2729620	2732193	0.866152840382856	0.690357236205728	score      -        - 	 
reverse	5	1305209	1306669	0.296912956153069	0.11205777287914	score      -        - 	 
reverse	5	4432200	4434143	0.340614207658266	0.868265545982524	score      -        - 	 
reverse	5	4171655	4172605	0.651778349134066	0.596350524060725	score      -        - 	 
reverse	5	112599	113219	0.442032906445508	0.175738984602376	score      -        - 	 
reverse	5	668519	669130	0.756034674021397	0.369930485268597	score      -        - 	 
reverse	5	2062501	2063244	0.483041455014419	0.116455090473124	score      -        - 	 
reverse	5	2061410	2062489	0.946391444483442	0.520836202540906	score      -        - 	 
reverse	5	2063241	2063786	0.269539473812618	0.0238893928801076	score      -        - 	 
reverse	5	690129	691007	0.739058278764777	0.117243118764932	score      -        - 	 
reverse	5	4101183	4102556	0.0314886758440629	0.881604814141639	score      -        - 	 
reverse	5	4103517	4103520	0.185197699213763	0.324499107025574	score      -        - 	 
reverse	5	4102553	4103251	0.794807162107848	0.0928212125102732	score      -        - 	 
reverse	5	656778	657161	0.269571253642088	0.370479743254322	score      -        - 	 
reverse	5	1757327	1758547	0.139187648857163	0.366507011442735	score      -        - 	 
reverse	5	1101769	1102419	0.622493765776259	0.979868856333525	score      -        - 	 
reverse	5	1101375	1101764	0.508725128054852	0.0666180492806205	score      -        - 	 
reverse	5	1100934	1101350	0.00425701554965841	0.0578116244228681	score      -        - 	 
reverse	5	1100074	1100907	0.953398344408971	0.899068936952588	score      -        - 	 
reverse	5	1639363	1639578	0.55291905834591	0.070249847845048	score      -        - 	 
reverse	5	1905250	1905459	0.327773676652999	0.327197385349919	score      -        - 	 
reverse	5	921589	921813	0.0673304642447796	0.61912208148479	score      -        - 	 
reverse	5	1050186	1050398	0.96678253119217	0.644612281973394	score      -        - 	 
reverse	5	1636479	1636691	0.746606485805916	0.405202920855558	score      -        - 	 
reverse	5	2816983	2817168	0.907826025946552	0.594247465074886	score      -        - 	 
reverse	5	593983	594666	0.0819071629704275	0.413390971873099	score      -        - 	 
reverse	5	592551	593993	0.36855986890642	0.137496348672911	score      -        - 	 
reverse	5	4362596	4362934	0.82039681371872	0.730463234355184	score      -        - 	 
reverse	5	1956544	1957290	0.509343041307094	0.350939034524032	score      -        - 	 
reverse	5	2428295	2428783	0.218141756703833	0.572741419512511	score      -        - 	 
reverse	5	3991352	3991672	0.995966515743707	0.0268281399505383	score      -        - 	 
reverse	5	926697	928418	0.662176199225218	0.588126713686776	score      -        - 	 
reverse	5	928419	930185	0.834218569026209	0.773096396869789	score      -        - 	 
reverse	5	357015	357914	0.852217829279244	0.630445399630915	score      -        - 	 
reverse	5	449887	450834	0.985632335968479	0.933452469251861	score      -        - 	 
reverse	5	447874	449865	0.571522060086128	0.517616664148505	score      -        - 	 
reverse	5	447270	447884	0.725817754211921	0.706300725321327	score      -        - 	 
reverse	5	446941	447270	0.935457548299926	0.815018002552449	score      -        - 	 
reverse	5	446039	446929	0.923793714548243	0.462463771470723	score      -        - 	 
reverse	5	2537737	2538834	0.269161614006411	0.316284392488768	score      -        - 	 
reverse	5	2871410	2872015	0.59355523318337	0.151199025471897	score      -        - 	 
reverse	5	2873444	2874352	0.335758305372099	0.292230949984301	score      -        - 	 
reverse	5	3779368	3780189	0.551173827740801	0.0493989224969766	score      -        - 	 
reverse	5	2885601	2886335	0.764270451413015	0.981395023427751	score      -        - 	 
reverse	5	2886410	2888122	0.195318183852397	0.0811247811273716	score      -        - 	 
reverse	5	2888122	2889921	0.448752601444202	0.919344206621275	score      -        - 	 
reverse	5	2536692	2537603	0.48503297833307	0.244703365742566	score      -        - 	 
reverse	5	2872015	2873442	0.000190804320130411	0.599036823347788	score      -        - 	 
reverse	5	2540532	2541548	0.354882328402201	0.502747233222323	score      -        - 	 
reverse	5	2539699	2540532	0.967630316457733	0.658033202310833	score      -        - 	 
reverse	5	2538824	2539699	0.494443507166057	0.576631164337826	score      -        - 	 
reverse	5	4121011	4122036	0.329719969426453	0.604184033014675	score      -        - 	 
reverse	5	661975	663186	0.157164795385743	0.786472323035014	score      -        - 	 
reverse	5	2079403	2080575	0.84771536630257	0.283752170663575	score      -        - 	 
reverse	5	3513658	3514944	0.500300222496183	0.894965052417831	score      -        - 	 
reverse	5	2596902	2597780	0.772549037669751	0.0135969059998189	score      -        - 	 
reverse	5	185123	185947	0.449245648796893	0.543983478213121	score      -        - 	 
reverse	5	2975659	2976921	0.440098877765809	0.844407835874975	score      -        - 	 
reverse	5	2139656	2140237	0.293235264294257	0.255786949599468	score      -        - 	 
reverse	5	3663810	3665210	0.904039208938759	0.591490073008103	score      -        - 	 
reverse	5	1568669	1570069	0.512784519904844	0.525625927362171	score      -        - 	 
reverse	5	4354048	4356195	0.430878883771118	0.152960613533892	score      -        - 	 
reverse	5	2028921	2030339	0.634127924581112	0.399350388993341	score      -        - 	 
reverse	5	3105038	3107233	0.659030795093987	0.638988474291935	score      -        - 	 
reverse	5	717485	719683	0.301921405161128	0.623467015743785	score      -        - 	 
reverse	5	1623359	1625404	0.527672435912979	0.195115984308003	score      -        - 	 
reverse	5	3679791	3681077	0.38174837011967	0.0388328333550731	score      -        - 	 
reverse	5	4363050	4364351	0.499494083452138	0.355638615442018	score      -        - 	 
reverse	5	4344982	4346322	0.42905967001936	0.197878578201355	score      -        - 	 
reverse	5	653806	655191	0.253330546820823	0.328130421774347	score      -        - 	 
reverse	5	4346893	4347612	0.456345871349942	0.00843566577962918	score      -        - 	 
reverse	5	4347609	4349240	0.254867458426961	0.805819510832862	score      -        - 	 
reverse	5	399053	400147	0.960272393746497	0.46550173850099	score      -        - 	 
reverse	5	1560519	1561100	0.513428818649093	0.455691002817787	score      -        - 	 
reverse	5	3303612	3305552	0.609712504286609	0.580295235119664	score      -        - 	 
reverse	5	2432102	2432761	0.219280329991651	0.627539861459212	score      -        - 	 
reverse	5	2429042	2429677	0.840223040965117	0.784991766051334	score      -        - 	 
reverse	5	881199	881957	0.636795933074684	0.214507286916145	score      -        - 	 
reverse	5	2237370	2238368	0.491225789472072	0.0907590494832817	score      -        - 	 
reverse	5	3869477	3871240	0.741493462624764	0.167043948646125	score      -        - 	 
reverse	5	3871224	3872102	0.850562733195051	0.894126946357162	score      -        - 	 
reverse	5	3872401	3872787	0.247193070211527	0.331877801579424	score      -        - 	 
reverse	5	3868065	3869402	0.353317169707953	0.412421049171215	score      -        - 	 
reverse	5	326485	327957	0.986281727111152	0.200503991534887	score      -        - 	 
reverse	5	3571408	3572511	0.376434098121027	0.204257656166334	score      -        - 	 
reverse	5	138835	141225	0.124239969193557	0.866572969146034	score      -        - 	 
reverse	5	3321704	3322597	0.970496271405185	0.288500406103338	score      -        - 	 
reverse	5	1645644	1645874	0.136287064617182	0.452216951207063	score      -        - 	 
reverse	5	1120465	1120710	0.83521375439965	0.344006826399109	score      -        - 	 
reverse	5	246242	246502	0.270909151104835	0.34444723532161	score      -        - 	 
reverse	5	160149	160604	0.227129814806634	0.0352878172115823	score      -        - 	 
reverse	5	4012721	4013719	0.152773548880294	0.0757143821076767	score      -        - 	 
reverse	5	3512715	3513551	0.270401784097263	0.997870962101416	score      -        - 	 
reverse	5	3879954	3881357	0.511440019121554	0.458638368372789	score      -        - 	 
reverse	5	4597807	4598544	0.523094319308743	0.898482537809628	score      -        - 	 
reverse	5	4598547	4599086	0.652524755264512	0.458608089216042	score      -        - 	 
reverse	5	2526181	2528196	0.0564190932576345	0.575516458325126	score      -        - 	 
reverse	5	3878849	3879949	0.902459875623894	0.804251006081557	score      -        - 	 
reverse	5	63429	65780	0.408359854930087	0.622193403634881	score      -        - 	 
reverse	5	3703727	3705334	0.594634958969781	0.112265839474588	score      -        - 	 
reverse	5	3702400	3703419	0.0683166466109988	0.227978114616107	score      -        - 	 
reverse	5	3701488	3702390	0.8513754624062	0.863767170952656	score      -        - 	 
reverse	5	3700494	3701477	0.680786294738358	0.838129823882483	score      -        - 	 
reverse	5	3699493	3700497	0.95859469362512	0.103446446144432	score      -        - 	 
reverse	5	4386970	4387938	0.0957272548805754	0.0518787708637518	score      -        - 	 
reverse	5	847631	848134	0.244988699495114	0.520075664287276	score      -        - 	 
reverse	5	1231723	1232253	0.183104021992225	0.35021045365599	score      -        - 	 
reverse	5	3036132	3036842	0.294940320299322	0.596601651566729	score      -        - 	 
reverse	5	4360923	4362620	0.238733837583286	0.399243653992698	score      -        - 	 
reverse	5	2290427	2290984	0.987348739182369	0.0545382708385347	score      -        - 	 
reverse	5	637050	637856	0.16090114037144	0.601583387767306	score      -        - 	 
reverse	5	2474714	2475649	0.357448481650767	0.101628360684614	score      -        - 	 
reverse	5	2022657	2022845	0.374451453346229	0.706163456409129	score      -        - 	 
reverse	5	437539	439401	0.644538662954833	0.197763571872088	score      -        - 	 
reverse	5	3070692	3071711	0.474933889378409	0.603694601342937	score      -        - 	 
reverse	5	1618262	1619062	0.859241416976008	0.556982225867102	score      -        - 	 
reverse	5	155461	156201	0.410738314458346	0.0977226204388728	score      -        - 	 
reverse	5	1930817	1932628	0.181619409454601	0.860053417089873	score      -        - 	 
reverse	5	3469037	3471151	0.392497014319336	0.771420080480823	score      -        - 	 
reverse	5	3467782	3468966	0.998297135067293	0.338172890201676	score      -        - 	 
reverse	5	2379102	2379563	0.939918872811052	0.705628770117201	score      -        - 	 
reverse	5	2378742	2379047	0.326486439280135	0.652058367676005	score      -        - 	 
reverse	5	1210903	1211226	0.1655218741186	0.062261870046953	score      -        - 	 
reverse	5	3347447	3348109	0.76557941057354	0.44531218858171	score      -        - 	 
reverse	5	2480196	2481359	0.623316797057118	0.647420396374443	score      -        - 	 
reverse	5	2478658	2480196	0.0759342944281549	0.0111146086154008	score      -        - 	 
reverse	5	2633904	2635415	0.469323663405806	0.751847319035178	score      -        - 	 
reverse	5	4047713	4048312	0.696367065701399	0.623989444042905	score      -        - 	 
reverse	5	2904665	2905963	0.93410358406074	0.616883668995953	score      -        - 	 
reverse	5	608682	609311	0.98641665313956	0.0427317616911154	score      -        - 	 
reverse	5	3410440	3411102	0.313684139312105	0.0415765812593065	score      -        - 	 
reverse	5	585370	586131	0.512613956383252	0.716920188492892	score      -        - 	 
reverse	5	3532154	3533506	0.444341573724135	0.782623780921369	score      -        - 	 
reverse	5	2700501	2701406	0.268390174483603	0.870909840784478	score      -        - 	 
reverse	5	2060413	2061345	0.841200435929185	0.892912369244499	score      -        - 	 
reverse	5	1638394	1638684	0.303537201218379	0.956527816696422	score      -        - 	 
reverse	5	1041253	1043433	0.217820934712353	0.883121520310326	score      -        - 	 
reverse	5	2563501	2564904	0.19306993111022	0.205994538737457	score      -        - 	 
reverse	5	2555338	2556741	0.161184080850195	0.587614826428947	score      -        - 	 
reverse	5	2554430	2555317	0.761579167234235	0.000102304100863648	score      -        - 	 
reverse	5	2570509	2571525	0.709292878660637	0.440305932047508	score      -        - 	 
reverse	5	2568368	2569771	0.295057247825216	0.927284982697302	score      -        - 	 
reverse	5	2566344	2567558	0.579647975120668	0.35125603012672	score      -        - 	 
reverse	5	2564901	2566127	0.669608233356318	0.111662297538743	score      -        - 	 
reverse	5	2567521	2568357	0.306068116594265	0.981537537159554	score      -        - 	 
reverse	5	2553248	2553754	0.602098699853034	0.344874123110742	score      -        - 	 
reverse	5	2553761	2554420	0.444234531166149	0.967991079074025	score      -        - 	 
reverse	5	2570177	2570512	0.97597809550064	0.14528390148152	score      -        - 	 
reverse	5	2569783	2570070	0.928897183839315	0.280200838036862	score      -        - 	 
reverse	5	2572998	2573477	0.912098982810708	0.365431303100991	score      -        - 	 
reverse	5	2572322	2573023	0.243295883111944	0.0693379183611711	score      -        - 	 
reverse	5	2552150	2553202	0.462375301112335	0.141465821742855	score      -        - 	 
reverse	5	2573490	2573897	0.347482029949351	0.0569979522212378	score      -        - 	 
reverse	5	2571522	2572325	0.418374596633701	0.432394555542885	score      -        - 	 
reverse	5	2948657	2950483	0.695842807044063	0.95160770709937	score      -        - 	 
reverse	5	2950483	2954025	0.630583500588788	0.991799089990565	score      -        - 	 
reverse	5	2957082	2960450	0.474415736587748	0.772840102348525	score      -        - 	 
reverse	5	440325	440567	0.0423134801676959	0.822336450033234	score      -        - 	 
reverse	5	3149265	3149999	0.289028114052559	0.147004257298576	score      -        - 	 
reverse	5	3148833	3149258	0.665719878599962	0.534942404351682	score      -        - 	 
reverse	5	4452185	4453183	0.50024102752295	0.332538701423516	score      -        - 	 
reverse	5	1015175	1015693	0.37439402208263	0.912682061473518	score      -        - 	 
reverse	5	2438405	2439625	0.894955091939213	0.277158929981823	score      -        - 	 
reverse	5	1348275	1349063	0.14026781749762	0.84976752279367	score      -        - 	 
reverse	5	4026372	4028561	0.696081776436859	0.230079367572969	score      -        - 	 
reverse	5	764376	765098	0.828122244651343	0.413986178493715	score      -        - 	 
reverse	5	2124247	2125212	0.777076203681592	0.0184561977072519	score      -        - 	 
reverse	5	4077879	4078808	0.616247389905173	0.560962404068903	score      -        - 	 
reverse	5	4294798	4296945	0.798960096883935	0.445426256351269	score      -        - 	 
reverse	5	4080352	4083402	0.376830643348274	0.00802932091893638	score      -        - 	 
reverse	5	4079437	4080339	0.79507365967908	0.745552321811175	score      -        - 	 
reverse	5	4078805	4079440	0.965805215194127	0.657420478488618	score      -        - 	 
reverse	5	1444402	1445307	0.917881980901601	0.579503902978416	score      -        - 	 
reverse	5	4511921	4514245	0.502286434247669	0.367505024606416	score      -        - 	 
reverse	5	4510974	4511882	0.221287556138837	0.0685071137373825	score      -        - 	 
reverse	5	4509979	4510977	0.928691872877028	0.0930430616596283	score      -        - 	 
reverse	5	4509026	4509982	0.574913842944799	0.406331552605394	score      -        - 	 
reverse	5	4508258	4509025	0.410552247636833	0.0711305094968537	score      -        - 	 
reverse	5	4515282	4515803	0.344686724175151	0.541919261334613	score      -        - 	 
reverse	5	4514332	4515285	0.00462567490483323	0.276648073967593	score      -        - 	 
reverse	5	4111306	4112052	0.73263759793463	0.90337904364921	score      -        - 	 
reverse	5	609477	611717	0.997277130404644	0.774576305924498	score      -        - 	 
reverse	5	622777	623733	0.429583926454885	0.847527298138658	score      -        - 	 
reverse	5	618607	619422	0.290473952783845	0.835849753186764	score      -        - 	 
reverse	5	620408	621412	0.168442443728257	0.152668504503083	score      -        - 	 
reverse	5	619419	620411	0.788153279258612	0.374373502469638	score      -        - 	 
reverse	5	2654768	2655103	0.114435493855769	0.267659454685699	score      -        - 	 
reverse	5	248358	250097	0.6489771035309	0.864599095778331	score      -        - 	 
reverse	5	1158585	1160774	0.197621274326895	0.107762490213858	score      -        - 	 
reverse	5	4602444	4603232	0.24258045670982	0.0800999546272578	score      -        - 	 
reverse	5	3488498	3489100	0.715312761303938	0.882753830845118	score      -        - 	 
reverse	5	563071	563703	0.219882165436221	0.53621846133538	score      -        - 	 
reverse	5	3474244	3475056	0.912639184584723	0.193018998680827	score      -        - 	 
reverse	5	710158	710688	0.757487251250854	0.64272528840506	score      -        - 	 
reverse	5	1129427	1130086	0.211028878620983	0.140338061783794	score      -        - 	 
reverse	5	1129058	1129351	0.817020767394514	0.0462660896687481	score      -        - 	 
reverse	5	1128637	1129053	0.355049733269485	0.146550143715814	score      -        - 	 
reverse	5	1960996	1963074	0.704307507022936	0.605125197730828	score      -        - 	 
reverse	5	1963067	1964215	0.744779780012298	0.334484107344053	score      -        - 	 
reverse	5	1975290	1975868	0.934184955916454	0.140260075918448	score      -        - 	 
reverse	5	1975871	1976230	0.647842626418768	0.486166455385813	score      -        - 	 
reverse	5	1960604	1960996	0.403225253567559	0.613958992404022	score      -        - 	 
reverse	5	1999093	1999812	0.709554510916664	0.637618603712895	score      -        - 	 
reverse	5	2000133	2001629	0.1566021059101	0.723022008951048	score      -        - 	 
reverse	5	2010722	2011036	0.576933469349814	0.157036758015622	score      -        - 	 
reverse	5	1997608	1998408	0.487543943438613	0.119911146012484	score      -        - 	 
reverse	5	1998496	1999083	0.657034961389261	0.540020578533984	score      -        - 	 
reverse	5	1396798	1397550	0.86416331888471	0.273799485336909	score      -        - 	 
